time,speed,baro_pressure,amb_air_temp,accelerator_pos_d,accelerator_pos_e,fuel_type,
230301_203852,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203852,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203853,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203854,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203855,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203855,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203856,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203857,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203857,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203858,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203859,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203859,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203900,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203901,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203902,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203902,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203903,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203904,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203905,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203905,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203906,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203907,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203907,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203908,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203909,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203910,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203911,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203911,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203912,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203913,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203913,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203914,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203915,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203915,0.0,98,6,27.84313725490196,27.84313725490196,Electric,
230301_203916,1.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203917,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203918,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203918,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203919,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203920,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203920,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203921,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203922,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203922,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203923,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203924,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203924,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203925,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203926,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203926,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203927,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203928,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203928,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203929,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203930,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203930,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203931,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203932,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203932,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203933,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203934,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203934,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203935,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203936,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203936,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203937,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203938,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203938,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203939,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203940,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203940,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203941,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203942,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203942,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203943,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203944,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203944,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203945,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203946,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203946,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203947,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203948,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203948,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203949,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203950,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203951,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203951,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203952,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203952,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203953,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203954,0.0,98,6,20.784313725490197,20.392156862745097,Electric,
230301_203954,0.0,98,6,30.980392156862745,30.980392156862745,Electric,
230301_203955,1.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203956,1.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203956,1.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203957,1.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203958,1.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203958,1.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_203959,2.0,98,6,18.823529411764707,18.823529411764707,Electric,
230301_204000,3.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204000,3.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204001,3.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204002,5.0,98,6,22.352941176470587,22.352941176470587,Electric,
230301_204003,10.0,98,6,25.49019607843137,25.098039215686274,Electric,
230301_204004,13.0,98,6,29.019607843137255,29.019607843137255,Electric,
230301_204005,16.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204006,17.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204007,17.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204007,16.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204008,15.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204009,15.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204009,14.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204010,12.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204011,9.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204011,6.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204012,3.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204013,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204014,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204014,0.0,98,6,14.509803921568627,14.509803921568627,Electric,
230301_204015,0.0,98,6,16.07843137254902,35.68627450980392,Electric,
230301_204016,3.0,98,6,56.86274509803921,57.64705882352941,Electric,
230301_204016,12.0,98,6,45.490196078431374,46.27450980392157,Electric,
230301_204017,19.0,98,6,55.294117647058826,56.07843137254902,Electric,
230301_204018,32.0,98,6,75.68627450980392,75.68627450980392,Electric,
230301_204019,36.0,98,6,71.37254901960785,71.76470588235294,Electric,
230301_204019,40.0,98,6,15.686274509803921,15.686274509803921,Electric,
230301_204020,38.0,98,6,23.529411764705884,23.137254901960784,Electric,
230301_204021,37.0,98,5,24.705882352941178,24.705882352941178,Electric,
230301_204021,36.0,98,5,30.19607843137255,30.58823529411765,Electric,
230301_204023,35.0,98,5,19.607843137254903,19.607843137254903,Electric,
230301_204023,34.0,98,5,24.705882352941178,25.49019607843137,Electric,
230301_204024,33.0,98,5,23.529411764705884,23.529411764705884,Electric,
230301_204025,31.0,98,5,19.607843137254903,19.607843137254903,Electric,
230301_204025,29.0,98,5,19.607843137254903,19.215686274509803,Electric,
230301_204026,28.0,98,5,19.607843137254903,19.607843137254903,Electric,
230301_204027,26.0,98,5,18.823529411764707,14.509803921568627,Electric,
230301_204028,25.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_204029,22.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_204029,20.0,98,5,14.509803921568627,14.509803921568627,Electric,
230301_204030,19.0,98,5,39.21568627450981,39.6078431372549,Electric,
230301_204031,21.0,98,5,38.8235294117647,39.21568627450981,Electric,
230301_204031,23.0,98,5,40.3921568627451,40.78431372549019,Electric,
230301_204032,25.0,98,5,40.78431372549019,41.1764705882353,Electric,
230301_204033,29.0,98,5,44.31372549019608,44.705882352941174,Electric,
230301_204033,32.0,98,5,35.294117647058826,35.68627450980392,Electric,
230301_204034,32.0,98,4,34.509803921568626,34.90196078431372,Electric,
230301_204035,34.0,98,4,38.431372549019606,35.68627450980392,Electric,
230301_204035,35.0,98,4,36.07843137254902,40.3921568627451,Electric,
230301_204036,37.0,98,4,39.21568627450981,39.6078431372549,Electric,
230301_204037,38.0,98,4,36.07843137254902,36.07843137254902,Electric,
230301_204037,37.0,98,4,28.627450980392158,28.627450980392158,Electric,
230301_204038,36.0,98,4,29.41176470588235,29.80392156862745,Electric,
230301_204039,35.0,98,4,33.333333333333336,33.333333333333336,Electric,
230301_204039,34.0,98,4,26.274509803921568,26.274509803921568,Electric,
230301_204040,32.0,98,4,28.627450980392158,28.627450980392158,Electric,
230301_204041,31.0,98,4,34.90196078431372,35.294117647058826,Electric,
230301_204042,31.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204042,29.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204043,27.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204044,24.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204044,19.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204045,14.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204046,12.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204046,11.0,98,4,16.07843137254902,15.686274509803921,Electric,
230301_204047,10.0,98,4,34.11764705882353,34.11764705882353,Electric,
230301_204048,12.0,98,4,32.549019607843135,32.549019607843135,Electric,
230301_204049,14.0,98,4,32.15686274509804,32.549019607843135,Electric,
230301_204049,15.0,98,4,33.333333333333336,33.72549019607843,Electric,
230301_204050,17.0,98,4,33.72549019607843,34.11764705882353,Electric,
230301_204051,20.0,98,4,34.11764705882353,34.11764705882353,Electric,
230301_204051,21.0,98,4,22.352941176470587,22.352941176470587,Electric,
230301_204052,22.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204053,22.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204054,22.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204054,22.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204055,21.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204056,20.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204056,19.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204057,17.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204058,15.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204058,12.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204059,9.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204100,6.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204101,5.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204101,4.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204102,4.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204103,2.0,98,4,30.19607843137255,30.19607843137255,Electric,
230301_204103,4.0,98,4,34.11764705882353,34.11764705882353,Electric,
230301_204104,6.0,98,4,27.058823529411764,27.058823529411764,Electric,
230301_204105,7.0,98,4,29.019607843137255,29.019607843137255,Electric,
230301_204106,8.0,98,4,23.529411764705884,23.529411764705884,Electric,
230301_204106,8.0,98,4,29.019607843137255,29.019607843137255,Electric,
230301_204107,8.0,98,4,28.627450980392158,28.627450980392158,Electric,
230301_204108,9.0,98,4,22.352941176470587,22.352941176470587,Electric,
230301_204108,8.0,98,4,24.313725490196077,24.313725490196077,Electric,
230301_204109,7.0,98,4,18.03921568627451,18.03921568627451,Electric,
230301_204110,6.0,98,4,24.705882352941178,14.509803921568627,Electric,
230301_204111,6.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204111,6.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204112,5.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204113,4.0,98,4,19.215686274509803,19.215686274509803,Electric,
230301_204114,5.0,98,4,18.431372549019606,18.03921568627451,Electric,
230301_204114,5.0,98,4,23.137254901960784,23.137254901960784,Electric,
230301_204115,5.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204116,5.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204117,4.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204117,1.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204118,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204119,0.0,98,4,27.45098039215686,26.274509803921568,Electric,
230301_204120,2.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204120,3.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204121,2.0,98,4,18.431372549019606,18.03921568627451,Electric,
230301_204122,2.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204122,2.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204123,2.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204124,1.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204125,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204125,0.0,98,4,34.11764705882353,34.11764705882353,Electric,
230301_204126,2.0,98,4,39.21568627450981,39.6078431372549,Electric,
230301_204127,3.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204128,2.0,98,4,20.0,20.0,Electric,
230301_204128,2.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204129,0.0,98,4,29.019607843137255,29.019607843137255,Electric,
230301_204130,0.0,98,4,32.94117647058823,32.94117647058823,Electric,
230301_204130,1.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204131,1.0,98,4,37.64705882352941,38.03921568627451,Electric,
230301_204132,2.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204132,2.0,98,4,21.96078431372549,27.45098039215686,Electric,
230301_204133,3.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204134,2.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204134,2.0,98,4,24.705882352941178,24.705882352941178,Electric,
230301_204135,2.0,98,4,32.549019607843135,32.549019607843135,Electric,
230301_204136,4.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204137,2.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204137,1.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204138,2.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204139,1.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204140,1.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204140,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204141,1.0,98,4,14.901960784313726,14.901960784313726,Electric,
230301_204142,1.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204143,1.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204143,1.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204144,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204144,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204145,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204146,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204146,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204147,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204148,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204149,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204149,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204150,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204151,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204151,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204152,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204153,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204153,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204154,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204155,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
230301_204155,0.0,98,4,14.509803921568627,14.509803921568627,Electric,
